id,Nom,Prénom,Age,Taille,Poids,Salaire
3700,Nom_3700,Prenom_3700,26,178.72,70.1,12261.38
3701,Nom_3701,Prenom_3701,26,176.72,74.07,10136.07
3702,Nom_3702,Prenom_3702,26,173.46,54.1,12742.27
3703,Nom_3703,Prenom_3703,32,178.75,65.35,7746.94
3704,Nom_3704,Prenom_3704,22,169.68,63.18,6648.4
3705,Nom_3705,Prenom_3705,35,182.6,89.78,10020.92
3706,Nom_3706,Prenom_3706,33,158.19,66.99,11133.98
3707,Nom_3707,Prenom_3707,36,173.54,67.09,9634.48
3708,Nom_3708,Prenom_3708,28,156.11,68.76,11953.63
3709,Nom_3709,Prenom_3709,21,175.73,59.26,7819.07
3710,Nom_3710,Prenom_3710,31,184.92,51.36,10635.27
3711,Nom_3711,Prenom_3711,26,169.73,62.66,8813.97
3712,Nom_3712,Prenom_3712,38,196.93,60.62,13415.44
3713,Nom_3713,Prenom_3713,28,174.85,83.4,7644.88
3714,Nom_3714,Prenom_3714,33,182.06,88.06,11590.25
3715,Nom_3715,Prenom_3715,31,182.98,74.04,12115.67
3716,Nom_3716,Prenom_3716,28,163.12,75.01,10462.66
3717,Nom_3717,Prenom_3717,21,186.49,61.89,13368.23
3718,Nom_3718,Prenom_3718,33,191.91,58.35,9807.64
3719,Nom_3719,Prenom_3719,40,157.38,51.82,12771.47
3720,Nom_3720,Prenom_3720,40,196.58,66.65,9899.85
3721,Nom_3721,Prenom_3721,29,178.55,75.93,8719.52
3722,Nom_3722,Prenom_3722,36,174.38,56.47,11924.05
3723,Nom_3723,Prenom_3723,33,185.79,66.94,7793.7
3724,Nom_3724,Prenom_3724,36,158.76,79.08,10618.97
3725,Nom_3725,Prenom_3725,32,180.88,65.29,6036.45
3726,Nom_3726,Prenom_3726,25,165.08,76.97,7458.19
3727,Nom_3727,Prenom_3727,39,187.11,82.34,10643.44
3728,Nom_3728,Prenom_3728,21,156.16,80.69,10306.99
3729,Nom_3729,Prenom_3729,21,199.22,50.83,12771.95
3730,Nom_3730,Prenom_3730,37,155.53,54.34,6397.62
3731,Nom_3731,Prenom_3731,26,150.93,56.71,8159.02
3732,Nom_3732,Prenom_3732,36,162.43,57.0,12109.9
3733,Nom_3733,Prenom_3733,42,185.37,58.49,10907.95
3734,Nom_3734,Prenom_3734,38,161.4,53.28,9793.65
3735,Nom_3735,Prenom_3735,40,160.71,87.65,11647.42
3736,Nom_3736,Prenom_3736,39,186.93,82.8,7685.46
3737,Nom_3737,Prenom_3737,33,194.37,65.95,12497.99
3738,Nom_3738,Prenom_3738,39,190.27,92.87,13792.83
3739,Nom_3739,Prenom_3739,31,183.19,90.15,13126.0
3740,Nom_3740,Prenom_3740,24,185.26,62.17,13632.44
3741,Nom_3741,Prenom_3741,40,197.33,85.06,9249.91
3742,Nom_3742,Prenom_3742,25,170.24,88.64,10205.5
3743,Nom_3743,Prenom_3743,38,172.58,88.98,13996.41
3744,Nom_3744,Prenom_3744,29,153.18,93.86,12524.64
3745,Nom_3745,Prenom_3745,42,184.77,66.37,9226.04
3746,Nom_3746,Prenom_3746,39,169.71,92.02,11712.47
3747,Nom_3747,Prenom_3747,39,155.67,66.59,13797.66
3748,Nom_3748,Prenom_3748,22,175.38,87.97,12280.12
3749,Nom_3749,Prenom_3749,34,181.12,62.14,10947.51
3750,Nom_3750,Prenom_3750,31,179.08,68.92,8704.02
3751,Nom_3751,Prenom_3751,29,193.5,86.25,9921.91
3752,Nom_3752,Prenom_3752,27,188.47,70.0,8228.98
3753,Nom_3753,Prenom_3753,41,197.58,50.15,9523.48
3754,Nom_3754,Prenom_3754,41,153.62,59.32,7371.89
3755,Nom_3755,Prenom_3755,21,151.77,56.8,6960.67
3756,Nom_3756,Prenom_3756,21,162.05,73.6,13345.93
3757,Nom_3757,Prenom_3757,30,194.42,93.71,8301.48
3758,Nom_3758,Prenom_3758,27,186.58,90.39,9755.69
3759,Nom_3759,Prenom_3759,42,160.16,82.37,7203.19
3760,Nom_3760,Prenom_3760,29,162.61,63.36,6515.82
3761,Nom_3761,Prenom_3761,27,162.77,51.27,12406.55
3762,Nom_3762,Prenom_3762,23,188.23,57.85,7710.44
3763,Nom_3763,Prenom_3763,30,171.02,68.95,8111.72
3764,Nom_3764,Prenom_3764,34,172.05,80.38,7028.54
3765,Nom_3765,Prenom_3765,29,194.51,83.54,8778.86
3766,Nom_3766,Prenom_3766,29,175.62,87.66,6388.74
3767,Nom_3767,Prenom_3767,38,177.12,88.94,9672.6
3768,Nom_3768,Prenom_3768,29,167.53,86.38,11222.66
3769,Nom_3769,Prenom_3769,37,171.2,73.85,9602.93
3770,Nom_3770,Prenom_3770,35,157.02,64.41,10279.91
3771,Nom_3771,Prenom_3771,42,184.06,92.8,6821.81
3772,Nom_3772,Prenom_3772,39,150.71,73.82,10290.34
3773,Nom_3773,Prenom_3773,41,180.03,94.23,6783.54
3774,Nom_3774,Prenom_3774,41,199.65,78.28,8200.94
3775,Nom_3775,Prenom_3775,34,161.22,75.46,7547.31
3776,Nom_3776,Prenom_3776,25,175.97,88.09,7671.51
3777,Nom_3777,Prenom_3777,26,165.37,72.51,7941.76
3778,Nom_3778,Prenom_3778,35,151.09,72.01,8609.36
3779,Nom_3779,Prenom_3779,22,193.82,65.54,10079.03
3780,Nom_3780,Prenom_3780,21,164.01,80.55,10467.79
3781,Nom_3781,Prenom_3781,25,175.22,85.6,6705.99
3782,Nom_3782,Prenom_3782,30,169.12,84.77,10180.83
3783,Nom_3783,Prenom_3783,35,157.19,56.62,10636.92
3784,Nom_3784,Prenom_3784,22,169.28,56.36,8512.48
3785,Nom_3785,Prenom_3785,27,192.76,85.96,9091.42
3786,Nom_3786,Prenom_3786,29,166.16,64.18,11846.92
3787,Nom_3787,Prenom_3787,32,175.51,76.09,6518.83
3788,Nom_3788,Prenom_3788,38,198.25,79.62,12014.86
3789,Nom_3789,Prenom_3789,41,159.3,76.73,6462.2
3790,Nom_3790,Prenom_3790,37,163.4,56.59,10084.56
3791,Nom_3791,Prenom_3791,38,170.64,94.24,10427.78
3792,Nom_3792,Prenom_3792,42,155.56,61.52,9404.03
3793,Nom_3793,Prenom_3793,38,181.9,50.49,13953.55
3794,Nom_3794,Prenom_3794,34,152.33,94.57,9459.5
3795,Nom_3795,Prenom_3795,40,174.38,71.85,12460.91
3796,Nom_3796,Prenom_3796,35,174.58,70.73,10037.5
3797,Nom_3797,Prenom_3797,27,190.12,77.25,10936.7
3798,Nom_3798,Prenom_3798,40,168.09,71.36,6673.54
3799,Nom_3799,Prenom_3799,41,175.39,91.27,11349.98
3800,Nom_3800,Prenom_3800,40,192.4,93.92,12538.61
3801,Nom_3801,Prenom_3801,41,179.56,93.99,8962.99
3802,Nom_3802,Prenom_3802,22,187.29,80.08,9171.31
3803,Nom_3803,Prenom_3803,34,184.23,70.48,6873.2
3804,Nom_3804,Prenom_3804,24,170.73,75.64,7026.93
3805,Nom_3805,Prenom_3805,36,165.14,71.49,10822.65
3806,Nom_3806,Prenom_3806,30,166.5,86.42,9853.23
3807,Nom_3807,Prenom_3807,29,183.86,84.08,12388.68
3808,Nom_3808,Prenom_3808,31,196.86,51.09,11353.29
3809,Nom_3809,Prenom_3809,25,169.5,59.25,8600.11
3810,Nom_3810,Prenom_3810,23,153.75,70.2,11789.39
3811,Nom_3811,Prenom_3811,23,157.97,60.92,13564.12
3812,Nom_3812,Prenom_3812,36,181.86,69.26,11846.04
3813,Nom_3813,Prenom_3813,24,199.18,72.16,10823.06
3814,Nom_3814,Prenom_3814,29,164.97,61.3,12441.33
3815,Nom_3815,Prenom_3815,38,176.49,71.25,8050.08
3816,Nom_3816,Prenom_3816,42,165.69,77.13,7352.07
3817,Nom_3817,Prenom_3817,27,164.39,73.59,12005.23
3818,Nom_3818,Prenom_3818,21,164.72,60.8,8887.84
3819,Nom_3819,Prenom_3819,27,155.5,68.58,12572.88
3820,Nom_3820,Prenom_3820,23,154.55,70.75,7374.8
3821,Nom_3821,Prenom_3821,35,169.52,74.58,6643.89
3822,Nom_3822,Prenom_3822,40,169.97,82.12,6534.8
3823,Nom_3823,Prenom_3823,21,197.03,81.83,10692.18
3824,Nom_3824,Prenom_3824,22,179.93,54.91,13285.57
3825,Nom_3825,Prenom_3825,40,182.67,59.96,8483.98
3826,Nom_3826,Prenom_3826,29,155.05,90.4,7987.62
3827,Nom_3827,Prenom_3827,22,173.86,69.99,9640.17
3828,Nom_3828,Prenom_3828,22,177.63,80.94,7915.6
3829,Nom_3829,Prenom_3829,24,163.3,90.63,13396.32
3830,Nom_3830,Prenom_3830,26,177.15,72.44,13752.81
3831,Nom_3831,Prenom_3831,42,193.31,82.13,8977.38
3832,Nom_3832,Prenom_3832,30,179.82,66.91,6967.91
3833,Nom_3833,Prenom_3833,39,172.58,82.35,11947.69
3834,Nom_3834,Prenom_3834,31,150.32,62.85,7212.87
3835,Nom_3835,Prenom_3835,22,152.41,94.15,9872.9
3836,Nom_3836,Prenom_3836,31,186.04,82.0,10881.98
3837,Nom_3837,Prenom_3837,38,170.64,85.09,9801.0
3838,Nom_3838,Prenom_3838,42,195.3,82.55,7555.47
3839,Nom_3839,Prenom_3839,39,164.15,85.95,11855.42
3840,Nom_3840,Prenom_3840,28,159.03,50.52,7597.48
3841,Nom_3841,Prenom_3841,40,194.26,87.79,12395.04
3842,Nom_3842,Prenom_3842,30,163.79,83.07,8526.31
3843,Nom_3843,Prenom_3843,39,187.49,72.94,9760.93
3844,Nom_3844,Prenom_3844,29,170.28,56.85,12613.05
3845,Nom_3845,Prenom_3845,30,167.22,59.61,10966.59
3846,Nom_3846,Prenom_3846,39,164.62,86.12,10763.24
3847,Nom_3847,Prenom_3847,33,199.96,58.99,8096.8
3848,Nom_3848,Prenom_3848,21,184.48,52.4,13459.48
3849,Nom_3849,Prenom_3849,31,182.68,92.4,6231.79
3850,Nom_3850,Prenom_3850,21,170.52,86.24,6818.37
3851,Nom_3851,Prenom_3851,41,156.39,50.89,9078.83
3852,Nom_3852,Prenom_3852,22,191.4,88.42,6044.26
3853,Nom_3853,Prenom_3853,36,194.82,51.03,10867.63
3854,Nom_3854,Prenom_3854,23,150.06,75.54,10895.96
3855,Nom_3855,Prenom_3855,38,160.31,61.7,13330.34
3856,Nom_3856,Prenom_3856,25,181.07,61.82,6234.52
3857,Nom_3857,Prenom_3857,29,163.57,80.65,8275.95
3858,Nom_3858,Prenom_3858,37,191.53,92.32,9690.32
3859,Nom_3859,Prenom_3859,32,166.16,71.71,9300.68
3860,Nom_3860,Prenom_3860,40,176.55,71.83,13611.91
3861,Nom_3861,Prenom_3861,33,188.11,55.31,12384.5
3862,Nom_3862,Prenom_3862,23,180.63,51.08,11431.59
3863,Nom_3863,Prenom_3863,26,170.32,90.97,6369.7
3864,Nom_3864,Prenom_3864,36,173.63,57.34,6917.44
3865,Nom_3865,Prenom_3865,41,185.83,93.35,7952.25
3866,Nom_3866,Prenom_3866,42,157.77,66.45,13299.05
3867,Nom_3867,Prenom_3867,21,154.06,93.42,6338.11
3868,Nom_3868,Prenom_3868,35,173.91,88.85,13784.48
3869,Nom_3869,Prenom_3869,36,193.23,52.32,6816.88
3870,Nom_3870,Prenom_3870,34,185.76,57.1,8667.99
3871,Nom_3871,Prenom_3871,42,172.59,67.96,10449.0
3872,Nom_3872,Prenom_3872,23,193.69,62.01,9716.87
3873,Nom_3873,Prenom_3873,40,195.52,55.71,11530.57
3874,Nom_3874,Prenom_3874,26,157.88,66.82,7934.23
3875,Nom_3875,Prenom_3875,34,155.56,89.7,10439.72
3876,Nom_3876,Prenom_3876,31,174.78,85.29,11445.44
3877,Nom_3877,Prenom_3877,39,192.36,72.54,9737.42
3878,Nom_3878,Prenom_3878,25,157.33,94.98,10874.34
3879,Nom_3879,Prenom_3879,32,198.73,86.88,7904.73
3880,Nom_3880,Prenom_3880,22,183.31,76.07,9654.8
3881,Nom_3881,Prenom_3881,32,190.59,54.43,13414.18
3882,Nom_3882,Prenom_3882,33,166.47,72.04,12633.89
3883,Nom_3883,Prenom_3883,21,196.31,87.47,13980.56
3884,Nom_3884,Prenom_3884,25,163.1,87.43,10033.71
3885,Nom_3885,Prenom_3885,38,162.79,67.66,7998.96
3886,Nom_3886,Prenom_3886,28,157.96,50.94,13278.07
3887,Nom_3887,Prenom_3887,30,164.75,75.46,6417.17
3888,Nom_3888,Prenom_3888,31,164.93,66.98,11996.13
3889,Nom_3889,Prenom_3889,32,153.66,59.05,11268.91
3890,Nom_3890,Prenom_3890,38,160.84,70.83,9383.46
3891,Nom_3891,Prenom_3891,31,196.32,74.34,9059.24
3892,Nom_3892,Prenom_3892,25,197.09,78.49,11424.11
3893,Nom_3893,Prenom_3893,32,183.32,57.98,8412.47
3894,Nom_3894,Prenom_3894,36,198.7,76.08,6464.11
3895,Nom_3895,Prenom_3895,21,169.66,66.06,9719.5
3896,Nom_3896,Prenom_3896,33,171.45,75.9,7934.49
3897,Nom_3897,Prenom_3897,21,193.15,65.52,9079.15
3898,Nom_3898,Prenom_3898,33,188.88,56.93,11775.03
3899,Nom_3899,Prenom_3899,31,179.95,74.83,11557.26
3900,Nom_3900,Prenom_3900,32,198.79,53.52,13257.21
3901,Nom_3901,Prenom_3901,28,169.81,52.41,10674.73
3902,Nom_3902,Prenom_3902,31,194.42,86.28,8991.56
3903,Nom_3903,Prenom_3903,39,172.51,80.51,7659.64
3904,Nom_3904,Prenom_3904,23,175.37,79.37,7338.68
3905,Nom_3905,Prenom_3905,30,184.27,90.54,11093.61
3906,Nom_3906,Prenom_3906,22,161.14,94.22,8572.65
3907,Nom_3907,Prenom_3907,33,186.4,65.98,8448.85
3908,Nom_3908,Prenom_3908,21,171.72,62.57,13804.35
3909,Nom_3909,Prenom_3909,39,151.22,50.49,10920.38
3910,Nom_3910,Prenom_3910,24,186.39,78.72,9560.55
3911,Nom_3911,Prenom_3911,33,164.47,61.43,9915.72
3912,Nom_3912,Prenom_3912,38,178.61,69.92,13103.73
3913,Nom_3913,Prenom_3913,42,166.93,59.75,9479.7
3914,Nom_3914,Prenom_3914,42,199.58,57.03,9446.46
3915,Nom_3915,Prenom_3915,26,178.62,60.93,11944.25
3916,Nom_3916,Prenom_3916,37,197.94,84.64,7483.73
3917,Nom_3917,Prenom_3917,39,199.38,75.02,13923.1
3918,Nom_3918,Prenom_3918,42,181.13,75.21,6147.34
3919,Nom_3919,Prenom_3919,22,198.38,85.29,10121.31
3920,Nom_3920,Prenom_3920,38,151.47,53.05,11067.86
3921,Nom_3921,Prenom_3921,30,164.05,76.95,11172.65
3922,Nom_3922,Prenom_3922,25,198.12,77.13,10409.87
3923,Nom_3923,Prenom_3923,35,197.12,58.54,8507.42
3924,Nom_3924,Prenom_3924,34,164.92,59.89,7257.51
3925,Nom_3925,Prenom_3925,41,162.04,50.21,7856.92
3926,Nom_3926,Prenom_3926,41,170.41,75.79,7579.27
3927,Nom_3927,Prenom_3927,30,152.17,56.69,10862.43
3928,Nom_3928,Prenom_3928,21,186.6,68.73,12762.64
3929,Nom_3929,Prenom_3929,38,150.65,64.37,7207.35
3930,Nom_3930,Prenom_3930,38,179.8,80.3,6647.38
3931,Nom_3931,Prenom_3931,27,151.5,61.97,8636.6
3932,Nom_3932,Prenom_3932,27,172.66,70.54,12123.36
3933,Nom_3933,Prenom_3933,21,150.96,64.2,6263.48
3934,Nom_3934,Prenom_3934,33,184.91,77.4,11698.63
3935,Nom_3935,Prenom_3935,28,167.02,74.04,9127.57
3936,Nom_3936,Prenom_3936,35,170.71,82.72,11328.68
3937,Nom_3937,Prenom_3937,26,192.86,50.79,7156.29
3938,Nom_3938,Prenom_3938,41,167.23,90.93,13054.99
3939,Nom_3939,Prenom_3939,28,160.82,79.6,12839.89
3940,Nom_3940,Prenom_3940,21,191.66,56.08,8621.26
3941,Nom_3941,Prenom_3941,35,150.64,91.08,13858.27
3942,Nom_3942,Prenom_3942,40,184.07,76.29,13226.48
3943,Nom_3943,Prenom_3943,31,183.17,52.17,9344.16
3944,Nom_3944,Prenom_3944,27,176.8,81.81,7842.18
3945,Nom_3945,Prenom_3945,39,197.21,70.25,6724.0
3946,Nom_3946,Prenom_3946,42,168.49,57.63,8706.3
3947,Nom_3947,Prenom_3947,40,175.21,50.27,10544.25
3948,Nom_3948,Prenom_3948,27,174.91,61.09,8446.1
3949,Nom_3949,Prenom_3949,41,186.8,71.82,10394.68
3950,Nom_3950,Prenom_3950,22,198.91,85.34,6641.82
3951,Nom_3951,Prenom_3951,30,197.87,77.05,9289.56
3952,Nom_3952,Prenom_3952,39,156.4,86.1,6680.56
3953,Nom_3953,Prenom_3953,42,179.21,57.52,13351.01
3954,Nom_3954,Prenom_3954,27,177.44,64.17,11497.99
3955,Nom_3955,Prenom_3955,39,190.59,90.0,8934.24
3956,Nom_3956,Prenom_3956,31,157.83,81.0,7202.05
3957,Nom_3957,Prenom_3957,38,166.26,82.22,9988.96
3958,Nom_3958,Prenom_3958,40,187.95,79.72,6398.44
3959,Nom_3959,Prenom_3959,32,178.57,54.01,7866.82
3960,Nom_3960,Prenom_3960,33,171.72,62.69,7649.08
3961,Nom_3961,Prenom_3961,42,177.9,50.95,6483.15
3962,Nom_3962,Prenom_3962,29,156.89,51.3,13140.61
3963,Nom_3963,Prenom_3963,27,166.1,51.53,11597.75
3964,Nom_3964,Prenom_3964,22,184.38,51.18,7190.06
3965,Nom_3965,Prenom_3965,42,177.5,62.24,13307.52
3966,Nom_3966,Prenom_3966,27,185.06,65.85,12555.61
3967,Nom_3967,Prenom_3967,32,187.65,59.43,13611.48
3968,Nom_3968,Prenom_3968,40,165.45,51.38,13279.86
3969,Nom_3969,Prenom_3969,28,179.79,87.46,12538.57
3970,Nom_3970,Prenom_3970,33,168.94,86.8,11118.2
3971,Nom_3971,Prenom_3971,38,174.29,51.22,9388.87
3972,Nom_3972,Prenom_3972,24,174.36,68.97,6046.68
3973,Nom_3973,Prenom_3973,29,160.06,57.36,11033.31
3974,Nom_3974,Prenom_3974,41,189.72,94.14,12979.63
3975,Nom_3975,Prenom_3975,40,192.9,53.73,10393.06
3976,Nom_3976,Prenom_3976,33,153.68,87.79,8454.81
3977,Nom_3977,Prenom_3977,42,176.76,77.31,8626.81
3978,Nom_3978,Prenom_3978,39,173.47,64.71,12640.62
3979,Nom_3979,Prenom_3979,40,176.04,67.07,13282.38
3980,Nom_3980,Prenom_3980,35,177.67,65.75,9970.41
3981,Nom_3981,Prenom_3981,37,165.16,53.82,7401.81
3982,Nom_3982,Prenom_3982,23,152.16,87.77,10373.88
3983,Nom_3983,Prenom_3983,28,191.89,66.53,7447.14
3984,Nom_3984,Prenom_3984,33,153.22,80.93,7327.35
3985,Nom_3985,Prenom_3985,39,192.29,88.68,11080.17
3986,Nom_3986,Prenom_3986,28,152.8,67.49,12942.86
3987,Nom_3987,Prenom_3987,35,160.51,80.51,8960.41
3988,Nom_3988,Prenom_3988,32,155.56,78.86,10719.51
3989,Nom_3989,Prenom_3989,37,188.13,90.22,7815.22
3990,Nom_3990,Prenom_3990,30,183.84,81.56,12712.3
3991,Nom_3991,Prenom_3991,25,178.76,76.3,6370.39
3992,Nom_3992,Prenom_3992,36,194.85,94.85,8628.4
3993,Nom_3993,Prenom_3993,35,195.88,63.18,8549.15
3994,Nom_3994,Prenom_3994,27,188.97,54.33,12550.85
3995,Nom_3995,Prenom_3995,29,182.62,59.88,11061.5
3996,Nom_3996,Prenom_3996,33,157.29,56.19,11090.15
3997,Nom_3997,Prenom_3997,31,192.92,71.21,13947.71
3998,Nom_3998,Prenom_3998,23,186.39,57.65,10405.92
3999,Nom_3999,Prenom_3999,22,156.92,74.05,7034.34
4000,Nom_4000,Prenom_4000,38,176.49,88.5,10287.37
4001,Nom_4001,Prenom_4001,34,188.26,85.17,6535.77
4002,Nom_4002,Prenom_4002,42,171.48,52.98,11158.72
4003,Nom_4003,Prenom_4003,23,169.22,52.36,13111.38
4004,Nom_4004,Prenom_4004,23,156.04,71.43,13120.39
4005,Nom_4005,Prenom_4005,28,165.58,82.21,8429.64
4006,Nom_4006,Prenom_4006,34,181.37,54.53,6376.71
4007,Nom_4007,Prenom_4007,36,175.33,57.16,8694.27
4008,Nom_4008,Prenom_4008,30,196.72,90.39,13371.28
4009,Nom_4009,Prenom_4009,38,197.12,50.16,11130.55
4010,Nom_4010,Prenom_4010,35,170.03,87.49,10509.23
4011,Nom_4011,Prenom_4011,40,159.78,72.9,12198.31
4012,Nom_4012,Prenom_4012,21,184.06,61.65,6257.83
4013,Nom_4013,Prenom_4013,41,168.1,68.86,12738.93
4014,Nom_4014,Prenom_4014,25,159.76,53.12,9668.74
4015,Nom_4015,Prenom_4015,24,161.73,85.12,13992.11
4016,Nom_4016,Prenom_4016,23,151.66,80.32,6861.92
4017,Nom_4017,Prenom_4017,33,159.33,89.45,9299.12
4018,Nom_4018,Prenom_4018,35,171.7,94.14,10060.38
4019,Nom_4019,Prenom_4019,34,195.96,58.33,8852.27
4020,Nom_4020,Prenom_4020,35,189.69,51.79,10203.42
4021,Nom_4021,Prenom_4021,21,168.73,51.67,9288.7
4022,Nom_4022,Prenom_4022,35,162.17,88.77,9649.87
4023,Nom_4023,Prenom_4023,22,194.73,57.8,7923.25
4024,Nom_4024,Prenom_4024,21,162.08,84.8,6078.9
4025,Nom_4025,Prenom_4025,31,177.09,82.34,10699.36
4026,Nom_4026,Prenom_4026,28,156.01,90.18,12068.04
4027,Nom_4027,Prenom_4027,23,192.29,69.6,7622.65
4028,Nom_4028,Prenom_4028,29,164.99,59.49,13408.0
4029,Nom_4029,Prenom_4029,29,152.44,72.21,13408.38
4030,Nom_4030,Prenom_4030,41,177.83,72.57,10259.97
4031,Nom_4031,Prenom_4031,26,197.97,52.68,12616.11
4032,Nom_4032,Prenom_4032,42,156.25,84.03,8287.41
4033,Nom_4033,Prenom_4033,39,168.25,84.37,10113.75
4034,Nom_4034,Prenom_4034,33,191.95,88.19,9984.9
4035,Nom_4035,Prenom_4035,36,198.78,56.68,11827.27
4036,Nom_4036,Prenom_4036,27,195.94,57.61,10140.88
4037,Nom_4037,Prenom_4037,28,189.37,64.21,11227.64
4038,Nom_4038,Prenom_4038,25,168.72,61.59,8716.31
4039,Nom_4039,Prenom_4039,35,179.09,86.11,12893.22
4040,Nom_4040,Prenom_4040,42,182.17,53.28,9618.39
4041,Nom_4041,Prenom_4041,31,173.68,79.12,7994.06
4042,Nom_4042,Prenom_4042,33,197.48,78.44,6763.74
4043,Nom_4043,Prenom_4043,24,172.16,57.58,9871.32
4044,Nom_4044,Prenom_4044,31,163.9,61.45,11020.16
4045,Nom_4045,Prenom_4045,33,198.42,92.44,7318.29
4046,Nom_4046,Prenom_4046,23,197.27,82.35,7020.31
4047,Nom_4047,Prenom_4047,34,185.26,50.57,12325.12
4048,Nom_4048,Prenom_4048,38,189.42,58.66,11150.32
4049,Nom_4049,Prenom_4049,32,162.77,58.52,6866.75
4050,Nom_4050,Prenom_4050,26,157.3,73.31,13834.38
4051,Nom_4051,Prenom_4051,36,191.43,94.91,6218.5
4052,Nom_4052,Prenom_4052,31,188.23,61.79,9224.43
4053,Nom_4053,Prenom_4053,28,162.44,77.05,12319.71
4054,Nom_4054,Prenom_4054,33,182.85,57.86,12651.81
4055,Nom_4055,Prenom_4055,22,190.65,63.43,10083.9
4056,Nom_4056,Prenom_4056,41,183.75,92.18,12945.95
4057,Nom_4057,Prenom_4057,40,197.32,61.63,9518.26
4058,Nom_4058,Prenom_4058,34,168.47,80.67,13104.81
4059,Nom_4059,Prenom_4059,38,172.35,89.79,13127.09
4060,Nom_4060,Prenom_4060,29,196.03,87.82,12431.56
4061,Nom_4061,Prenom_4061,31,156.7,91.05,13860.45
4062,Nom_4062,Prenom_4062,38,192.27,90.05,12746.66
4063,Nom_4063,Prenom_4063,36,165.84,83.96,9459.57
4064,Nom_4064,Prenom_4064,39,181.37,66.6,6638.25
4065,Nom_4065,Prenom_4065,41,183.99,50.16,9733.9
4066,Nom_4066,Prenom_4066,35,189.11,59.26,12070.78
4067,Nom_4067,Prenom_4067,35,153.37,73.09,10059.89
4068,Nom_4068,Prenom_4068,35,173.35,55.91,13610.28
4069,Nom_4069,Prenom_4069,26,173.79,75.8,7407.36
4070,Nom_4070,Prenom_4070,41,190.95,58.51,7863.77
4071,Nom_4071,Prenom_4071,29,190.64,71.86,12429.63
4072,Nom_4072,Prenom_4072,24,151.47,83.7,6582.65
4073,Nom_4073,Prenom_4073,30,191.8,69.21,13044.09
4074,Nom_4074,Prenom_4074,29,180.91,75.89,9757.36
4075,Nom_4075,Prenom_4075,38,165.79,89.78,9543.3
4076,Nom_4076,Prenom_4076,30,187.78,60.34,9990.54
4077,Nom_4077,Prenom_4077,40,152.06,71.9,8916.71
4078,Nom_4078,Prenom_4078,29,154.37,91.7,9896.63
4079,Nom_4079,Prenom_4079,35,169.28,57.54,8764.5
4080,Nom_4080,Prenom_4080,39,169.7,75.45,13116.61
4081,Nom_4081,Prenom_4081,40,173.23,92.51,10320.95
4082,Nom_4082,Prenom_4082,29,174.98,93.6,12318.95
4083,Nom_4083,Prenom_4083,23,155.46,54.24,13896.96
4084,Nom_4084,Prenom_4084,42,190.75,65.87,10771.98
4085,Nom_4085,Prenom_4085,31,165.54,59.86,8933.76
4086,Nom_4086,Prenom_4086,22,175.16,50.18,8875.02
4087,Nom_4087,Prenom_4087,26,167.55,58.43,6861.13
4088,Nom_4088,Prenom_4088,33,175.3,77.38,6124.69
4089,Nom_4089,Prenom_4089,28,177.97,57.29,6160.35
4090,Nom_4090,Prenom_4090,36,185.0,65.91,8447.26
4091,Nom_4091,Prenom_4091,37,160.61,72.78,9654.55
4092,Nom_4092,Prenom_4092,25,196.79,85.21,12077.58
4093,Nom_4093,Prenom_4093,24,183.77,90.68,10681.2
4094,Nom_4094,Prenom_4094,39,180.22,59.46,10720.77
4095,Nom_4095,Prenom_4095,27,180.8,62.58,6311.08
4096,Nom_4096,Prenom_4096,38,189.08,93.17,9738.47
4097,Nom_4097,Prenom_4097,36,196.95,74.99,12636.46
4098,Nom_4098,Prenom_4098,42,167.36,84.44,10177.05
4099,Nom_4099,Prenom_4099,35,159.72,76.22,12749.71
4100,Nom_4100,Prenom_4100,39,183.28,88.66,6183.49
4101,Nom_4101,Prenom_4101,40,151.05,86.3,12256.28
4102,Nom_4102,Prenom_4102,35,180.28,87.22,11070.61
4103,Nom_4103,Prenom_4103,42,161.64,70.01,10120.42
4104,Nom_4104,Prenom_4104,24,158.96,71.7,10533.62
4105,Nom_4105,Prenom_4105,29,189.67,93.73,10406.65
4106,Nom_4106,Prenom_4106,37,199.3,76.49,12421.45
4107,Nom_4107,Prenom_4107,38,194.39,66.13,10348.93
4108,Nom_4108,Prenom_4108,31,159.19,70.58,12746.62
4109,Nom_4109,Prenom_4109,40,151.91,62.96,10193.94
4110,Nom_4110,Prenom_4110,40,158.57,74.57,6785.93
4111,Nom_4111,Prenom_4111,36,169.53,56.24,11855.75
4112,Nom_4112,Prenom_4112,37,186.05,78.75,9611.2
4113,Nom_4113,Prenom_4113,35,175.54,69.54,6978.48
4114,Nom_4114,Prenom_4114,23,165.68,90.07,7719.28
4115,Nom_4115,Prenom_4115,28,193.18,58.27,6719.64
4116,Nom_4116,Prenom_4116,35,180.86,54.14,10636.73
4117,Nom_4117,Prenom_4117,21,151.68,72.63,13541.9
4118,Nom_4118,Prenom_4118,32,157.93,68.07,12477.26
4119,Nom_4119,Prenom_4119,27,173.19,87.48,13951.01
4120,Nom_4120,Prenom_4120,42,189.26,52.42,7198.1
4121,Nom_4121,Prenom_4121,37,185.36,52.34,10007.97
4122,Nom_4122,Prenom_4122,34,194.12,50.66,9311.33
