id,Nom,Prénom,Age,Taille,Poids,Salaire,Prime Annuelle,catégorie de poids
3621,NOM_3621,PRENOM_3621,29,164.22,73.66,11174.25,1117.425,Moyen
3622,NOM_3622,PRENOM_3622,22,193.54,68.98,10109.57,1010.957,Lèger
3623,NOM_3623,PRENOM_3623,26,174.13,68.13,6036.2,603.62,Lèger
3624,NOM_3624,PRENOM_3624,29,197.52,60.47,7116.92,711.692,Lèger
3625,NOM_3625,PRENOM_3625,33,158.44,73.7,10003.99,1000.399,Moyen
3626,NOM_3626,PRENOM_3626,32,182.66,65.42,7582.32,758.232,Lèger
3627,NOM_3627,PRENOM_3627,35,150.8,54.23,6844.4,684.44,Lèger
3628,NOM_3628,PRENOM_3628,37,154.3,87.79,10317.28,1031.728,Moyen
3629,NOM_3629,PRENOM_3629,36,160.68,91.13,11318.41,1131.8410000000001,Lourd
3630,NOM_3630,PRENOM_3630,42,156.71,75.61,6374.68,637.4680000000001,Moyen
3631,NOM_3631,PRENOM_3631,39,168.83,88.88,9710.87,971.0870000000001,Moyen
3632,NOM_3632,PRENOM_3632,32,156.15,56.47,12018.87,1201.8870000000002,Lèger
3633,NOM_3633,PRENOM_3633,38,174.72,71.97,13464.78,1346.478,Moyen
3634,NOM_3634,PRENOM_3634,24,187.47,76.93,13688.4,1368.8400000000001,Moyen
3635,NOM_3635,PRENOM_3635,35,159.83,81.35,9076.63,907.663,Moyen
3636,NOM_3636,PRENOM_3636,22,160.4,51.75,10193.01,1019.301,Lèger
3637,NOM_3637,PRENOM_3637,40,191.4,56.94,13271.37,1327.1370000000002,Lèger
3638,NOM_3638,PRENOM_3638,22,165.65,51.8,9003.08,900.308,Lèger
3639,NOM_3639,PRENOM_3639,26,151.56,61.81,9201.89,920.189,Lèger
3640,NOM_3640,PRENOM_3640,35,162.8,61.49,7735.74,773.5740000000001,Lèger
3641,NOM_3641,PRENOM_3641,34,173.18,81.73,9880.39,988.039,Moyen
3642,NOM_3642,PRENOM_3642,28,167.28,56.38,7788.41,778.841,Lèger
3643,NOM_3643,PRENOM_3643,32,160.41,60.28,6171.18,617.118,Lèger
3644,NOM_3644,PRENOM_3644,23,191.5,84.52,10320.8,1032.08,Moyen
3645,NOM_3645,PRENOM_3645,25,165.21,81.04,6700.89,670.089,Moyen
3646,NOM_3646,PRENOM_3646,42,171.69,92.34,9231.74,923.174,Lourd
3647,NOM_3647,PRENOM_3647,40,199.85,93.73,10337.82,1033.782,Lourd
3648,NOM_3648,PRENOM_3648,24,152.71,54.9,9764.02,976.402,Lèger
3649,NOM_3649,PRENOM_3649,34,187.11,71.58,13923.75,1392.375,Moyen
3650,NOM_3650,PRENOM_3650,32,185.78,64.6,13319.7,1331.9700000000003,Lèger
3651,NOM_3651,PRENOM_3651,30,160.92,78.3,8716.95,871.6950000000002,Moyen
3652,NOM_3652,PRENOM_3652,29,197.48,62.42,6309.02,630.902,Lèger
3653,NOM_3653,PRENOM_3653,36,185.93,69.38,6796.34,679.634,Lèger
3654,NOM_3654,PRENOM_3654,41,161.13,61.32,6130.81,613.081,Lèger
3655,NOM_3655,PRENOM_3655,36,166.87,56.33,12221.82,1222.182,Lèger
3656,NOM_3656,PRENOM_3656,33,196.45,84.82,9294.43,929.4430000000001,Moyen
3657,NOM_3657,PRENOM_3657,33,189.18,69.12,8406.9,840.69,Lèger
3658,NOM_3658,PRENOM_3658,34,190.26,73.69,6173.0,617.3000000000001,Moyen
3659,NOM_3659,PRENOM_3659,31,181.3,93.9,12380.68,1238.0680000000002,Lourd
3660,NOM_3660,PRENOM_3660,34,171.7,94.11,12650.19,1265.0190000000002,Lourd
3661,NOM_3661,PRENOM_3661,39,168.19,94.68,8608.67,860.8670000000001,Lourd
3662,NOM_3662,PRENOM_3662,24,195.79,94.91,6055.44,605.544,Lourd
3663,NOM_3663,PRENOM_3663,36,172.45,92.18,7520.61,752.061,Lourd
3664,NOM_3664,PRENOM_3664,39,198.94,64.6,9290.07,929.0070000000001,Lèger
3665,NOM_3665,PRENOM_3665,27,191.26,93.73,11688.43,1168.843,Lourd
3666,NOM_3666,PRENOM_3666,30,195.89,72.3,8995.44,899.5440000000001,Moyen
3667,NOM_3667,PRENOM_3667,29,152.86,60.3,8303.91,830.3910000000001,Lèger
3668,NOM_3668,PRENOM_3668,38,196.53,85.88,8951.03,895.1030000000001,Moyen
3669,NOM_3669,PRENOM_3669,42,180.96,61.51,8182.64,818.2640000000001,Lèger
3670,NOM_3670,PRENOM_3670,27,183.14,62.2,11528.77,1152.8770000000002,Lèger
3671,NOM_3671,PRENOM_3671,23,175.86,70.35,11233.32,1123.332,Moyen
3672,NOM_3672,PRENOM_3672,34,169.71,59.19,10960.12,1096.0120000000002,Lèger
3673,NOM_3673,PRENOM_3673,31,188.55,75.98,10033.13,1003.313,Moyen
3674,NOM_3674,PRENOM_3674,22,156.41,54.66,8511.46,851.146,Lèger
3675,NOM_3675,PRENOM_3675,40,189.2,89.55,8030.39,803.0390000000001,Moyen
3676,NOM_3676,PRENOM_3676,32,182.48,88.29,13881.07,1388.107,Moyen
3677,NOM_3677,PRENOM_3677,34,151.01,75.05,6630.81,663.0810000000001,Moyen
3678,NOM_3678,PRENOM_3678,41,194.09,57.03,9487.32,948.732,Lèger
3679,NOM_3679,PRENOM_3679,34,161.14,54.54,8755.66,875.566,Lèger
3680,NOM_3680,PRENOM_3680,30,156.52,79.31,8085.53,808.553,Moyen
3681,NOM_3681,PRENOM_3681,38,168.26,91.32,7438.81,743.8810000000001,Lourd
3682,NOM_3682,PRENOM_3682,39,190.25,52.73,11313.29,1131.3290000000002,Lèger
3683,NOM_3683,PRENOM_3683,37,177.26,55.73,10913.46,1091.346,Lèger
3684,NOM_3684,PRENOM_3684,37,179.72,55.02,6368.83,636.883,Lèger
3685,NOM_3685,PRENOM_3685,31,169.22,88.35,12375.82,1237.582,Moyen
3686,NOM_3686,PRENOM_3686,24,156.01,76.17,10083.26,1008.326,Moyen
3687,NOM_3687,PRENOM_3687,26,189.04,66.71,11048.11,1104.8110000000001,Lèger
3688,NOM_3688,PRENOM_3688,21,179.56,74.12,13149.48,1314.948,Moyen
3689,NOM_3689,PRENOM_3689,41,174.4,65.08,8889.62,888.9620000000001,Lèger
3690,NOM_3690,PRENOM_3690,38,190.24,89.28,11089.73,1108.973,Moyen
3691,NOM_3691,PRENOM_3691,26,153.59,67.16,13989.66,1398.9660000000001,Lèger
3692,NOM_3692,PRENOM_3692,25,200.0,84.35,13617.93,1361.7930000000001,Moyen
3693,NOM_3693,PRENOM_3693,22,177.69,65.29,10769.45,1076.9450000000002,Lèger
3694,NOM_3694,PRENOM_3694,26,163.51,87.7,13980.89,1398.089,Moyen
3695,NOM_3695,PRENOM_3695,34,163.76,77.34,13818.15,1381.815,Moyen
3696,NOM_3696,PRENOM_3696,24,177.93,92.53,13044.04,1304.4040000000002,Lourd
3697,NOM_3697,PRENOM_3697,40,167.67,81.76,12766.95,1276.6950000000002,Moyen
3698,NOM_3698,PRENOM_3698,23,150.53,91.72,9665.13,966.5129999999999,Lourd
3699,NOM_3699,PRENOM_3699,32,181.4,55.33,11735.29,1173.5290000000002,Lèger
3700,NOM_3700,PRENOM_3700,26,178.72,70.1,12261.38,1226.138,Moyen
3701,NOM_3701,PRENOM_3701,26,176.72,74.07,10136.07,1013.607,Moyen
3702,NOM_3702,PRENOM_3702,26,173.46,54.1,12742.27,1274.227,Lèger
3703,NOM_3703,PRENOM_3703,32,178.75,65.35,7746.94,774.694,Lèger
3704,NOM_3704,PRENOM_3704,22,169.68,63.18,6648.4,664.84,Lèger
3705,NOM_3705,PRENOM_3705,35,182.6,89.78,10020.92,1002.0920000000001,Moyen
3706,NOM_3706,PRENOM_3706,33,158.19,66.99,11133.98,1113.398,Lèger
3707,NOM_3707,PRENOM_3707,36,173.54,67.09,9634.48,963.448,Lèger
3708,NOM_3708,PRENOM_3708,28,156.11,68.76,11953.63,1195.363,Lèger
3709,NOM_3709,PRENOM_3709,21,175.73,59.26,7819.07,781.907,Lèger
3710,NOM_3710,PRENOM_3710,31,184.92,51.36,10635.27,1063.527,Lèger
3711,NOM_3711,PRENOM_3711,26,169.73,62.66,8813.97,881.3969999999999,Lèger
3712,NOM_3712,PRENOM_3712,38,196.93,60.62,13415.44,1341.544,Lèger
3713,NOM_3713,PRENOM_3713,28,174.85,83.4,7644.88,764.488,Moyen
3714,NOM_3714,PRENOM_3714,33,182.06,88.06,11590.25,1159.025,Moyen
3715,NOM_3715,PRENOM_3715,31,182.98,74.04,12115.67,1211.567,Moyen
3716,NOM_3716,PRENOM_3716,28,163.12,75.01,10462.66,1046.266,Moyen
3717,NOM_3717,PRENOM_3717,21,186.49,61.89,13368.23,1336.823,Lèger
3718,NOM_3718,PRENOM_3718,33,191.91,58.35,9807.64,980.764,Lèger
3719,NOM_3719,PRENOM_3719,40,157.38,51.82,12771.47,1277.147,Lèger
3720,NOM_3720,PRENOM_3720,40,196.58,66.65,9899.85,989.9850000000001,Lèger
3721,NOM_3721,PRENOM_3721,29,178.55,75.93,8719.52,871.9520000000001,Moyen
3722,NOM_3722,PRENOM_3722,36,174.38,56.47,11924.05,1192.405,Lèger
3723,NOM_3723,PRENOM_3723,33,185.79,66.94,7793.7,779.37,Lèger
3724,NOM_3724,PRENOM_3724,36,158.76,79.08,10618.97,1061.897,Moyen
3725,NOM_3725,PRENOM_3725,32,180.88,65.29,6036.45,603.645,Lèger
3726,NOM_3726,PRENOM_3726,25,165.08,76.97,7458.19,745.819,Moyen
3727,NOM_3727,PRENOM_3727,39,187.11,82.34,10643.44,1064.344,Moyen
3728,NOM_3728,PRENOM_3728,21,156.16,80.69,10306.99,1030.699,Moyen
3729,NOM_3729,PRENOM_3729,21,199.22,50.83,12771.95,1277.1950000000002,Lèger
3730,NOM_3730,PRENOM_3730,37,155.53,54.34,6397.62,639.7620000000001,Lèger
3731,NOM_3731,PRENOM_3731,26,150.93,56.71,8159.02,815.902,Lèger
3732,NOM_3732,PRENOM_3732,36,162.43,57.0,12109.9,1210.99,Lèger
3733,NOM_3733,PRENOM_3733,42,185.37,58.49,10907.95,1090.795,Lèger
3734,NOM_3734,PRENOM_3734,38,161.4,53.28,9793.65,979.365,Lèger
3735,NOM_3735,PRENOM_3735,40,160.71,87.65,11647.42,1164.742,Moyen
3736,NOM_3736,PRENOM_3736,39,186.93,82.8,7685.46,768.546,Moyen
3737,NOM_3737,PRENOM_3737,33,194.37,65.95,12497.99,1249.799,Lèger
3738,NOM_3738,PRENOM_3738,39,190.27,92.87,13792.83,1379.2830000000001,Lourd
3739,NOM_3739,PRENOM_3739,31,183.19,90.15,13126.0,1312.6000000000001,Lourd
3740,NOM_3740,PRENOM_3740,24,185.26,62.17,13632.44,1363.2440000000001,Lèger
3741,NOM_3741,PRENOM_3741,40,197.33,85.06,9249.91,924.991,Moyen
3742,NOM_3742,PRENOM_3742,25,170.24,88.64,10205.5,1020.5500000000001,Moyen
3743,NOM_3743,PRENOM_3743,38,172.58,88.98,13996.41,1399.641,Moyen
3744,NOM_3744,PRENOM_3744,29,153.18,93.86,12524.64,1252.464,Lourd
3745,NOM_3745,PRENOM_3745,42,184.77,66.37,9226.04,922.6040000000002,Lèger
3746,NOM_3746,PRENOM_3746,39,169.71,92.02,11712.47,1171.247,Lourd
3747,NOM_3747,PRENOM_3747,39,155.67,66.59,13797.66,1379.766,Lèger
3748,NOM_3748,PRENOM_3748,22,175.38,87.97,12280.12,1228.0120000000002,Moyen
3749,NOM_3749,PRENOM_3749,34,181.12,62.14,10947.51,1094.751,Lèger
3750,NOM_3750,PRENOM_3750,31,179.08,68.92,8704.02,870.402,Lèger
3751,NOM_3751,PRENOM_3751,29,193.5,86.25,9921.91,992.191,Moyen
3752,NOM_3752,PRENOM_3752,27,188.47,70.0,8228.98,822.898,Lèger
3753,NOM_3753,PRENOM_3753,41,197.58,50.15,9523.48,952.348,Lèger
3754,NOM_3754,PRENOM_3754,41,153.62,59.32,7371.89,737.1890000000001,Lèger
3755,NOM_3755,PRENOM_3755,21,151.77,56.8,6960.67,696.067,Lèger
3756,NOM_3756,PRENOM_3756,21,162.05,73.6,13345.93,1334.593,Moyen
3757,NOM_3757,PRENOM_3757,30,194.42,93.71,8301.48,830.148,Lourd
3758,NOM_3758,PRENOM_3758,27,186.58,90.39,9755.69,975.5690000000001,Lourd
3759,NOM_3759,PRENOM_3759,42,160.16,82.37,7203.19,720.319,Moyen
3760,NOM_3760,PRENOM_3760,29,162.61,63.36,6515.82,651.582,Lèger
3761,NOM_3761,PRENOM_3761,27,162.77,51.27,12406.55,1240.655,Lèger
3762,NOM_3762,PRENOM_3762,23,188.23,57.85,7710.44,771.044,Lèger
3763,NOM_3763,PRENOM_3763,30,171.02,68.95,8111.72,811.172,Lèger
3764,NOM_3764,PRENOM_3764,34,172.05,80.38,7028.54,702.854,Moyen
3765,NOM_3765,PRENOM_3765,29,194.51,83.54,8778.86,877.8860000000001,Moyen
3766,NOM_3766,PRENOM_3766,29,175.62,87.66,6388.74,638.874,Moyen
3767,NOM_3767,PRENOM_3767,38,177.12,88.94,9672.6,967.2600000000001,Moyen
3768,NOM_3768,PRENOM_3768,29,167.53,86.38,11222.66,1122.266,Moyen
3769,NOM_3769,PRENOM_3769,37,171.2,73.85,9602.93,960.2930000000001,Moyen
3770,NOM_3770,PRENOM_3770,35,157.02,64.41,10279.91,1027.991,Lèger
3771,NOM_3771,PRENOM_3771,42,184.06,92.8,6821.81,682.181,Lourd
3772,NOM_3772,PRENOM_3772,39,150.71,73.82,10290.34,1029.034,Moyen
3773,NOM_3773,PRENOM_3773,41,180.03,94.23,6783.54,678.354,Lourd
3774,NOM_3774,PRENOM_3774,41,199.65,78.28,8200.94,820.094,Moyen
3775,NOM_3775,PRENOM_3775,34,161.22,75.46,7547.31,754.7310000000001,Moyen
3776,NOM_3776,PRENOM_3776,25,175.97,88.09,7671.51,767.1510000000001,Moyen
3777,NOM_3777,PRENOM_3777,26,165.37,72.51,7941.76,794.176,Moyen
3778,NOM_3778,PRENOM_3778,35,151.09,72.01,8609.36,860.9360000000001,Moyen
3779,NOM_3779,PRENOM_3779,22,193.82,65.54,10079.03,1007.9030000000001,Lèger
3780,NOM_3780,PRENOM_3780,21,164.01,80.55,10467.79,1046.7790000000002,Moyen
3781,NOM_3781,PRENOM_3781,25,175.22,85.6,6705.99,670.599,Moyen
3782,NOM_3782,PRENOM_3782,30,169.12,84.77,10180.83,1018.0830000000001,Moyen
3783,NOM_3783,PRENOM_3783,35,157.19,56.62,10636.92,1063.692,Lèger
3784,NOM_3784,PRENOM_3784,22,169.28,56.36,8512.48,851.248,Lèger
3785,NOM_3785,PRENOM_3785,27,192.76,85.96,9091.42,909.142,Moyen
3786,NOM_3786,PRENOM_3786,29,166.16,64.18,11846.92,1184.692,Lèger
3787,NOM_3787,PRENOM_3787,32,175.51,76.09,6518.83,651.883,Moyen
3788,NOM_3788,PRENOM_3788,38,198.25,79.62,12014.86,1201.486,Moyen
3789,NOM_3789,PRENOM_3789,41,159.3,76.73,6462.2,646.22,Moyen
3790,NOM_3790,PRENOM_3790,37,163.4,56.59,10084.56,1008.456,Lèger
3791,NOM_3791,PRENOM_3791,38,170.64,94.24,10427.78,1042.778,Lourd
3792,NOM_3792,PRENOM_3792,42,155.56,61.52,9404.03,940.4030000000001,Lèger
3793,NOM_3793,PRENOM_3793,38,181.9,50.49,13953.55,1395.355,Lèger
3794,NOM_3794,PRENOM_3794,34,152.33,94.57,9459.5,945.95,Lourd
3795,NOM_3795,PRENOM_3795,40,174.38,71.85,12460.91,1246.0910000000001,Moyen
3796,NOM_3796,PRENOM_3796,35,174.58,70.73,10037.5,1003.75,Moyen
3797,NOM_3797,PRENOM_3797,27,190.12,77.25,10936.7,1093.67,Moyen
3798,NOM_3798,PRENOM_3798,40,168.09,71.36,6673.54,667.354,Moyen
3799,NOM_3799,PRENOM_3799,41,175.39,91.27,11349.98,1134.998,Lourd
3800,NOM_3800,PRENOM_3800,40,192.4,93.92,12538.61,1253.861,Lourd
3801,NOM_3801,PRENOM_3801,41,179.56,93.99,8962.99,896.299,Lourd
3802,NOM_3802,PRENOM_3802,22,187.29,80.08,9171.31,917.131,Moyen
3803,NOM_3803,PRENOM_3803,34,184.23,70.48,6873.2,687.32,Moyen
3804,NOM_3804,PRENOM_3804,24,170.73,75.64,7026.93,702.6930000000001,Moyen
3805,NOM_3805,PRENOM_3805,36,165.14,71.49,10822.65,1082.265,Moyen
3806,NOM_3806,PRENOM_3806,30,166.5,86.42,9853.23,985.323,Moyen
3807,NOM_3807,PRENOM_3807,29,183.86,84.08,12388.68,1238.8680000000002,Moyen
3808,NOM_3808,PRENOM_3808,31,196.86,51.09,11353.29,1135.3290000000002,Lèger
3809,NOM_3809,PRENOM_3809,25,169.5,59.25,8600.11,860.0110000000001,Lèger
3810,NOM_3810,PRENOM_3810,23,153.75,70.2,11789.39,1178.939,Moyen
3811,NOM_3811,PRENOM_3811,23,157.97,60.92,13564.12,1356.4120000000003,Lèger
3812,NOM_3812,PRENOM_3812,36,181.86,69.26,11846.04,1184.604,Lèger
3813,NOM_3813,PRENOM_3813,24,199.18,72.16,10823.06,1082.306,Moyen
3814,NOM_3814,PRENOM_3814,29,164.97,61.3,12441.33,1244.133,Lèger
3815,NOM_3815,PRENOM_3815,38,176.49,71.25,8050.08,805.008,Moyen
3816,NOM_3816,PRENOM_3816,42,165.69,77.13,7352.07,735.207,Moyen
3817,NOM_3817,PRENOM_3817,27,164.39,73.59,12005.23,1200.523,Moyen
3818,NOM_3818,PRENOM_3818,21,164.72,60.8,8887.84,888.7840000000001,Lèger
3819,NOM_3819,PRENOM_3819,27,155.5,68.58,12572.88,1257.288,Lèger
3820,NOM_3820,PRENOM_3820,23,154.55,70.75,7374.8,737.48,Moyen
3821,NOM_3821,PRENOM_3821,35,169.52,74.58,6643.89,664.3890000000001,Moyen
3822,NOM_3822,PRENOM_3822,40,169.97,82.12,6534.8,653.48,Moyen
3823,NOM_3823,PRENOM_3823,21,197.03,81.83,10692.18,1069.218,Moyen
3824,NOM_3824,PRENOM_3824,22,179.93,54.91,13285.57,1328.557,Lèger
3825,NOM_3825,PRENOM_3825,40,182.67,59.96,8483.98,848.398,Lèger
3826,NOM_3826,PRENOM_3826,29,155.05,90.4,7987.62,798.7620000000001,Lourd
3827,NOM_3827,PRENOM_3827,22,173.86,69.99,9640.17,964.017,Lèger
3828,NOM_3828,PRENOM_3828,22,177.63,80.94,7915.6,791.5600000000001,Moyen
3829,NOM_3829,PRENOM_3829,24,163.3,90.63,13396.32,1339.632,Lourd
3830,NOM_3830,PRENOM_3830,26,177.15,72.44,13752.81,1375.281,Moyen
3831,NOM_3831,PRENOM_3831,42,193.31,82.13,8977.38,897.7379999999999,Moyen
3832,NOM_3832,PRENOM_3832,30,179.82,66.91,6967.91,696.791,Lèger
3833,NOM_3833,PRENOM_3833,39,172.58,82.35,11947.69,1194.769,Moyen
3834,NOM_3834,PRENOM_3834,31,150.32,62.85,7212.87,721.287,Lèger
3835,NOM_3835,PRENOM_3835,22,152.41,94.15,9872.9,987.29,Lourd
3836,NOM_3836,PRENOM_3836,31,186.04,82.0,10881.98,1088.198,Moyen
3837,NOM_3837,PRENOM_3837,38,170.64,85.09,9801.0,980.1,Moyen
3838,NOM_3838,PRENOM_3838,42,195.3,82.55,7555.47,755.547,Moyen
3839,NOM_3839,PRENOM_3839,39,164.15,85.95,11855.42,1185.5420000000001,Moyen
3840,NOM_3840,PRENOM_3840,28,159.03,50.52,7597.48,759.748,Lèger
3841,NOM_3841,PRENOM_3841,40,194.26,87.79,12395.04,1239.5040000000001,Moyen
3842,NOM_3842,PRENOM_3842,30,163.79,83.07,8526.31,852.631,Moyen
3843,NOM_3843,PRENOM_3843,39,187.49,72.94,9760.93,976.0930000000001,Moyen
3844,NOM_3844,PRENOM_3844,29,170.28,56.85,12613.05,1261.305,Lèger
3845,NOM_3845,PRENOM_3845,30,167.22,59.61,10966.59,1096.659,Lèger
3846,NOM_3846,PRENOM_3846,39,164.62,86.12,10763.24,1076.324,Moyen
3847,NOM_3847,PRENOM_3847,33,199.96,58.99,8096.8,809.6800000000001,Lèger
3848,NOM_3848,PRENOM_3848,21,184.48,52.4,13459.48,1345.948,Lèger
3849,NOM_3849,PRENOM_3849,31,182.68,92.4,6231.79,623.1790000000001,Lourd
3850,NOM_3850,PRENOM_3850,21,170.52,86.24,6818.37,681.837,Moyen
3851,NOM_3851,PRENOM_3851,41,156.39,50.89,9078.83,907.883,Lèger
3852,NOM_3852,PRENOM_3852,22,191.4,88.42,6044.26,604.426,Moyen
3853,NOM_3853,PRENOM_3853,36,194.82,51.03,10867.63,1086.763,Lèger
3854,NOM_3854,PRENOM_3854,23,150.06,75.54,10895.96,1089.596,Moyen
3855,NOM_3855,PRENOM_3855,38,160.31,61.7,13330.34,1333.034,Lèger
3856,NOM_3856,PRENOM_3856,25,181.07,61.82,6234.52,623.4520000000001,Lèger
3857,NOM_3857,PRENOM_3857,29,163.57,80.65,8275.95,827.5950000000001,Moyen
3858,NOM_3858,PRENOM_3858,37,191.53,92.32,9690.32,969.032,Lourd
3859,NOM_3859,PRENOM_3859,32,166.16,71.71,9300.68,930.0680000000001,Moyen
3860,NOM_3860,PRENOM_3860,40,176.55,71.83,13611.91,1361.191,Moyen
3861,NOM_3861,PRENOM_3861,33,188.11,55.31,12384.5,1238.45,Lèger
3862,NOM_3862,PRENOM_3862,23,180.63,51.08,11431.59,1143.159,Lèger
3863,NOM_3863,PRENOM_3863,26,170.32,90.97,6369.7,636.97,Lourd
3864,NOM_3864,PRENOM_3864,36,173.63,57.34,6917.44,691.744,Lèger
3865,NOM_3865,PRENOM_3865,41,185.83,93.35,7952.25,795.225,Lourd
3866,NOM_3866,PRENOM_3866,42,157.77,66.45,13299.05,1329.905,Lèger
3867,NOM_3867,PRENOM_3867,21,154.06,93.42,6338.11,633.811,Lourd
3868,NOM_3868,PRENOM_3868,35,173.91,88.85,13784.48,1378.448,Moyen
3869,NOM_3869,PRENOM_3869,36,193.23,52.32,6816.88,681.6880000000001,Lèger
3870,NOM_3870,PRENOM_3870,34,185.76,57.1,8667.99,866.799,Lèger
3871,NOM_3871,PRENOM_3871,42,172.59,67.96,10449.0,1044.9,Lèger
3872,NOM_3872,PRENOM_3872,23,193.69,62.01,9716.87,971.6870000000001,Lèger
3873,NOM_3873,PRENOM_3873,40,195.52,55.71,11530.57,1153.057,Lèger
3874,NOM_3874,PRENOM_3874,26,157.88,66.82,7934.23,793.423,Lèger
3875,NOM_3875,PRENOM_3875,34,155.56,89.7,10439.72,1043.972,Moyen
3876,NOM_3876,PRENOM_3876,31,174.78,85.29,11445.44,1144.544,Moyen
3877,NOM_3877,PRENOM_3877,39,192.36,72.54,9737.42,973.7420000000001,Moyen
3878,NOM_3878,PRENOM_3878,25,157.33,94.98,10874.34,1087.434,Lourd
3879,NOM_3879,PRENOM_3879,32,198.73,86.88,7904.73,790.473,Moyen
3880,NOM_3880,PRENOM_3880,22,183.31,76.07,9654.8,965.48,Moyen
3881,NOM_3881,PRENOM_3881,32,190.59,54.43,13414.18,1341.4180000000001,Lèger
3882,NOM_3882,PRENOM_3882,33,166.47,72.04,12633.89,1263.3890000000001,Moyen
3883,NOM_3883,PRENOM_3883,21,196.31,87.47,13980.56,1398.056,Moyen
3884,NOM_3884,PRENOM_3884,25,163.1,87.43,10033.71,1003.371,Moyen
3885,NOM_3885,PRENOM_3885,38,162.79,67.66,7998.96,799.8960000000001,Lèger
3886,NOM_3886,PRENOM_3886,28,157.96,50.94,13278.07,1327.807,Lèger
3887,NOM_3887,PRENOM_3887,30,164.75,75.46,6417.17,641.7170000000001,Moyen
3888,NOM_3888,PRENOM_3888,31,164.93,66.98,11996.13,1199.613,Lèger
3889,NOM_3889,PRENOM_3889,32,153.66,59.05,11268.91,1126.891,Lèger
3890,NOM_3890,PRENOM_3890,38,160.84,70.83,9383.46,938.346,Moyen
3891,NOM_3891,PRENOM_3891,31,196.32,74.34,9059.24,905.924,Moyen
3892,NOM_3892,PRENOM_3892,25,197.09,78.49,11424.11,1142.411,Moyen
3893,NOM_3893,PRENOM_3893,32,183.32,57.98,8412.47,841.247,Lèger
3894,NOM_3894,PRENOM_3894,36,198.7,76.08,6464.11,646.4110000000001,Moyen
3895,NOM_3895,PRENOM_3895,21,169.66,66.06,9719.5,971.95,Lèger
3896,NOM_3896,PRENOM_3896,33,171.45,75.9,7934.49,793.4490000000001,Moyen
3897,NOM_3897,PRENOM_3897,21,193.15,65.52,9079.15,907.915,Lèger
3898,NOM_3898,PRENOM_3898,33,188.88,56.93,11775.03,1177.5030000000002,Lèger
3899,NOM_3899,PRENOM_3899,31,179.95,74.83,11557.26,1155.726,Moyen
3900,NOM_3900,PRENOM_3900,32,198.79,53.52,13257.21,1325.721,Lèger
3901,NOM_3901,PRENOM_3901,28,169.81,52.41,10674.73,1067.473,Lèger
3902,NOM_3902,PRENOM_3902,31,194.42,86.28,8991.56,899.156,Moyen
3903,NOM_3903,PRENOM_3903,39,172.51,80.51,7659.64,765.964,Moyen
3904,NOM_3904,PRENOM_3904,23,175.37,79.37,7338.68,733.868,Moyen
3905,NOM_3905,PRENOM_3905,30,184.27,90.54,11093.61,1109.361,Lourd
3906,NOM_3906,PRENOM_3906,22,161.14,94.22,8572.65,857.265,Lourd
3907,NOM_3907,PRENOM_3907,33,186.4,65.98,8448.85,844.8850000000001,Lèger
3908,NOM_3908,PRENOM_3908,21,171.72,62.57,13804.35,1380.4350000000002,Lèger
3909,NOM_3909,PRENOM_3909,39,151.22,50.49,10920.38,1092.038,Lèger
3910,NOM_3910,PRENOM_3910,24,186.39,78.72,9560.55,956.055,Moyen
3911,NOM_3911,PRENOM_3911,33,164.47,61.43,9915.72,991.572,Lèger
3912,NOM_3912,PRENOM_3912,38,178.61,69.92,13103.73,1310.373,Lèger
3913,NOM_3913,PRENOM_3913,42,166.93,59.75,9479.7,947.9700000000001,Lèger
3914,NOM_3914,PRENOM_3914,42,199.58,57.03,9446.46,944.646,Lèger
3915,NOM_3915,PRENOM_3915,26,178.62,60.93,11944.25,1194.425,Lèger
3916,NOM_3916,PRENOM_3916,37,197.94,84.64,7483.73,748.373,Moyen
3917,NOM_3917,PRENOM_3917,39,199.38,75.02,13923.1,1392.3100000000002,Moyen
3918,NOM_3918,PRENOM_3918,42,181.13,75.21,6147.34,614.734,Moyen
3919,NOM_3919,PRENOM_3919,22,198.38,85.29,10121.31,1012.131,Moyen
3920,NOM_3920,PRENOM_3920,38,151.47,53.05,11067.86,1106.786,Lèger
3921,NOM_3921,PRENOM_3921,30,164.05,76.95,11172.65,1117.265,Moyen
3922,NOM_3922,PRENOM_3922,25,198.12,77.13,10409.87,1040.987,Moyen
3923,NOM_3923,PRENOM_3923,35,197.12,58.54,8507.42,850.7420000000001,Lèger
3924,NOM_3924,PRENOM_3924,34,164.92,59.89,7257.51,725.7510000000001,Lèger
3925,NOM_3925,PRENOM_3925,41,162.04,50.21,7856.92,785.692,Lèger
3926,NOM_3926,PRENOM_3926,41,170.41,75.79,7579.27,757.9270000000001,Moyen
3927,NOM_3927,PRENOM_3927,30,152.17,56.69,10862.43,1086.2430000000002,Lèger
3928,NOM_3928,PRENOM_3928,21,186.6,68.73,12762.64,1276.2640000000001,Lèger
3929,NOM_3929,PRENOM_3929,38,150.65,64.37,7207.35,720.7350000000001,Lèger
3930,NOM_3930,PRENOM_3930,38,179.8,80.3,6647.38,664.738,Moyen
3931,NOM_3931,PRENOM_3931,27,151.5,61.97,8636.6,863.6600000000001,Lèger
